,gender,age,highest level of education,marital status,have used online shopping platforms before,professional background,general e-commerce platforms,specialty online stores / automobile,online pharmacies,fashion and beauty retailers,grocery delivery services,it is easy to navigate through the online platform to find the products or services i need,the online platform provides clear and intuitive navigation options,it was easy for me to learn how to use the online platform for making online purchases,i quickly became proficient in using the online platform for making online purchases during a crisis,the instructions provided on the online platform are clear and easy to understand,i can easily follow the instructions given on the online platform for making online purchases,"the online platform responds quickly to my actions, such as loading pages and processing transactions.",i don't experience delays or long waiting times when using the online platform for making online purchases during a crisis,"the online platform effectively handles errors or mistakes, such as providing clear error messages and easy recovery options",i rarely encounter errors or issues when using the online platform for making online purchases during a crisis,the online platform offers a wide range of products and services that meet my needs during a crisis,i can find the products or services i need on the online platform during a crisis,using the online platform for making purchases during a crisis is convenient and saves time,the online platform makes it easy to search for products and complete transactions during a crisis,"the online platform offers competitive prices, discounts, or cost-saving benefits during a crisis",i perceive that using the online platform for making purchases during a crisis can help me save money,the online platform provides detailed and accurate product information during a crisis,"i can easily access user reviews, ratings, and other relevant information to support my purchase decisions","the online platform tailors recommendations, suggestions, or personalized offers based on my preferences",i feel that the online platform understands my needs and preferences during a crisis,the online platform takes appropriate measures to protect my privacy,i trust that my personal information will be handled securely by the online platform,the online platform provides secure payment methods to protect against fraudulent activities during a crisis,i trust that my payment details are handled securely by the online platform,"the online platform provides clear and easily accessible policies regarding data handling, privacy, and security",i feel confident in the online platform's transparency regarding its data protection practices,i am influenced by recommendations and opinions from family and friends when making online purchases during a crisis,i consider the experiences and suggestions shared by people i know before making online purchases during a crisis,"during a crisis, social media platforms, influencers, and online communities influence my online purchase decisions",i am likely to make online purchases during a crisis based on what i see or learn from social media platforms,i consider online reviews and ratings when making purchasing decisions during a crisis,positive reviews and high ratings increase my confidence in making online purchases during a crisis,observing others making online purchases during a crisis influences my own intention to make similar purchases,i am more likely to make online purchases during a crisis if i see others doing the same,social norms and expectations regarding online shopping during a crisis influence my own intention to make online purchases,i feel pressure to make online purchases during a crisis due to the expectations of others,"i am willing to share my own online shopping experiences, recommendations, or opinions with others during a crisis",sharing information about my online purchases during a crisis is important for influencing others' purchase decisions,"overall, i have a positive attitude toward online shopping during a crisis",i believe that online shopping is a practical and efficient way to make purchases during a crisis,i am concerned about the security of my personal and financial information when shopping online during a crisis,i am cautious about the reliability and authenticity of products or services offered by online platforms during a crisis,have you made online purchases during crisis time?,"overall, i am satisfied with online purchase during a crisis?",i have changed my online shopping behavior during a crisis compared to non-crisis periods?,it was convenient for me to do online shopping during a crisis compared to traditional in-store shopping,i believe that online shopping during a crisis offers better value for money compared to traditional shopping methods,platforms_list,ali-express,daraz,ebay,ikman,instagram stores,kapruka,keels,lassana.com,pickme,shein,strong.lk,takas,wishque,wow,specialty_platform_list,amazon,autolanka.com,ikman.lk,lankavechicle.com,patpat.lk,pricelanka.lk,riyasewana.lk,specialty online stores / automobile unknown,toyota,zero specialty online stores / automobile,pharmacy_list,ceymed.lk,epharma.lk,healthgurd.lk,healthnet.lk,nearby pharmacy,no online pharmacies,online pharmacy unknown,onlinepharmacy.lk,union chemist,retailer_list,amanthe,carlo clothing,"carnage,",chenara dodge,dsi,fashionbug.lk,gflock,kapruka.com/fashion,kelly felder,kynd fashion,midnightdivas.com,mimosa,moods,moose,nills,no fashion and beauty retailers,nolimit.lk,noorareed.lk,odel.lk,s&s,spring and summer,tharshana and insta shops,thilakawardana.lk,unknown fashion and beauty retailers,zigzag.lk,grocery_delivery_list,arpico.lk,cargillsonline.com,cinnamonhotel.com,glomark.lk,grocery delivery services not used,keellssuper.lk,pickmefoods.com,ubereats.com,unknown grocery delivery services
336,0,1,3,1,1,0,"daraz, kapruka, ikman","autolanka.com, riyasewana.lk",healthnet.lk,kapruka.com/fashion,"ubereats.com, pickmefoods.com, keellssuper.lk",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,1,3,2,2,3,"['daraz', 'kapruka', 'ikman']",0,1,0,1,0,1,0,0,0,0,0,0,0,0,"['autolanka.com', 'riyasewana.lk']",0,1,0,0,0,0,1,0,0,0,['healthnet.lk'],0,0,0,1,0,0,0,0,0,['kapruka.com/fashion'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['ubereats.com', 'pickmefoods.com', 'keellssuper.lk']",0,0,0,0,0,1,1,1,0
337,0,1,3,1,1,0,"daraz, kapruka, ikman","autolanka.com, riyasewana.lk",healthnet.lk,kapruka.com/fashion,"ubereats.com, pickmefoods.com, keellssuper.lk",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,1,3,2,2,3,"['daraz', 'kapruka', 'ikman']",0,1,0,1,0,1,0,0,0,0,0,0,0,0,"['autolanka.com', 'riyasewana.lk']",0,1,0,0,0,0,1,0,0,0,['healthnet.lk'],0,0,0,1,0,0,0,0,0,['kapruka.com/fashion'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['ubereats.com', 'pickmefoods.com', 'keellssuper.lk']",0,0,0,0,0,1,1,1,0
338,0,1,3,1,1,0,"daraz, kapruka, ikman","autolanka.com, riyasewana.lk",healthnet.lk,kapruka.com/fashion,"ubereats.com, pickmefoods.com, keellssuper.lk",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,1,3,2,2,3,"['daraz', 'kapruka', 'ikman']",0,1,0,1,0,1,0,0,0,0,0,0,0,0,"['autolanka.com', 'riyasewana.lk']",0,1,0,0,0,0,1,0,0,0,['healthnet.lk'],0,0,0,1,0,0,0,0,0,['kapruka.com/fashion'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['ubereats.com', 'pickmefoods.com', 'keellssuper.lk']",0,0,0,0,0,1,1,1,0
339,0,1,3,1,1,0,"daraz, kapruka, ikman","autolanka.com, riyasewana.lk",healthnet.lk,kapruka.com/fashion,"ubereats.com, pickmefoods.com, keellssuper.lk",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,1,3,2,2,3,"['daraz', 'kapruka', 'ikman']",0,1,0,1,0,1,0,0,0,0,0,0,0,0,"['autolanka.com', 'riyasewana.lk']",0,1,0,0,0,0,1,0,0,0,['healthnet.lk'],0,0,0,1,0,0,0,0,0,['kapruka.com/fashion'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['ubereats.com', 'pickmefoods.com', 'keellssuper.lk']",0,0,0,0,0,1,1,1,0
340,0,1,3,1,1,0,"daraz, kapruka, ikman","autolanka.com, riyasewana.lk",healthnet.lk,kapruka.com/fashion,"ubereats.com, pickmefoods.com, keellssuper.lk",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,1,3,3,2,3,"['daraz', 'kapruka', 'ikman']",0,1,0,1,0,1,0,0,0,0,0,0,0,0,"['autolanka.com', 'riyasewana.lk']",0,1,0,0,0,0,1,0,0,0,['healthnet.lk'],0,0,0,1,0,0,0,0,0,['kapruka.com/fashion'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['ubereats.com', 'pickmefoods.com', 'keellssuper.lk']",0,0,0,0,0,1,1,1,0
341,0,1,3,1,1,0,"daraz, kapruka, ikman","autolanka.com, riyasewana.lk",healthnet.lk,kapruka.com/fashion,"ubereats.com, pickmefoods.com, keellssuper.lk",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,1,3,3,2,3,"['daraz', 'kapruka', 'ikman']",0,1,0,1,0,1,0,0,0,0,0,0,0,0,"['autolanka.com', 'riyasewana.lk']",0,1,0,0,0,0,1,0,0,0,['healthnet.lk'],0,0,0,1,0,0,0,0,0,['kapruka.com/fashion'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['ubereats.com', 'pickmefoods.com', 'keellssuper.lk']",0,0,0,0,0,1,1,1,0
342,0,1,3,1,1,0,"daraz, kapruka, ikman","autolanka.com, riyasewana.lk",healthnet.lk,kapruka.com/fashion,"ubereats.com, pickmefoods.com, keellssuper.lk",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,1,3,3,2,3,"['daraz', 'kapruka', 'ikman']",0,1,0,1,0,1,0,0,0,0,0,0,0,0,"['autolanka.com', 'riyasewana.lk']",0,1,0,0,0,0,1,0,0,0,['healthnet.lk'],0,0,0,1,0,0,0,0,0,['kapruka.com/fashion'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['ubereats.com', 'pickmefoods.com', 'keellssuper.lk']",0,0,0,0,0,1,1,1,0
343,0,1,3,1,1,0,"daraz, kapruka, ikman","autolanka.com, riyasewana.lk",healthnet.lk,kapruka.com/fashion,"ubereats.com, pickmefoods.com, keellssuper.lk",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,1,3,3,2,3,"['daraz', 'kapruka', 'ikman']",0,1,0,1,0,1,0,0,0,0,0,0,0,0,"['autolanka.com', 'riyasewana.lk']",0,1,0,0,0,0,1,0,0,0,['healthnet.lk'],0,0,0,1,0,0,0,0,0,['kapruka.com/fashion'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['ubereats.com', 'pickmefoods.com', 'keellssuper.lk']",0,0,0,0,0,1,1,1,0
344,0,1,3,1,1,0,"daraz, kapruka, ikman","autolanka.com, riyasewana.lk",healthnet.lk,kapruka.com/fashion,"ubereats.com, pickmefoods.com, keellssuper.lk",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,1,3,3,2,3,"['daraz', 'kapruka', 'ikman']",0,1,0,1,0,1,0,0,0,0,0,0,0,0,"['autolanka.com', 'riyasewana.lk']",0,1,0,0,0,0,1,0,0,0,['healthnet.lk'],0,0,0,1,0,0,0,0,0,['kapruka.com/fashion'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['ubereats.com', 'pickmefoods.com', 'keellssuper.lk']",0,0,0,0,0,1,1,1,0
345,1,1,3,1,1,0,"daraz, kapruka, ikman",riyasewana.lk,healthgurd.lk,thilakawardana.lk,ubereats.com,3,2,2,3,2,2,2,1,1,2,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,3,3,2,2,"['daraz', 'kapruka', 'ikman']",0,1,0,1,0,1,0,0,0,0,0,0,0,0,['riyasewana.lk'],0,0,0,0,0,0,1,0,0,0,['healthgurd.lk'],0,0,1,0,0,0,0,0,0,['thilakawardana.lk'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,['ubereats.com'],0,0,0,0,0,0,0,1,0
346,1,1,3,0,1,0,"daraz, kapruka, ikman",riyasewana.lk,nearby pharmacy,"kapruka.com/fashion, gflock, kelly felder","ubereats.com, pickmefoods.com, keellssuper.lk",3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,3,2,2,"['daraz', 'kapruka', 'ikman']",0,1,0,1,0,1,0,0,0,0,0,0,0,0,['riyasewana.lk'],0,0,0,0,0,0,1,0,0,0,['nearby pharmacy'],0,0,0,0,1,0,0,0,0,"['kapruka.com/fashion', 'gflock', 'kelly felder']",0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['ubereats.com', 'pickmefoods.com', 'keellssuper.lk']",0,0,0,0,0,1,1,1,0
347,1,1,3,0,1,0,"daraz, kapruka, ikman",riyasewana.lk,nearby pharmacy,"kapruka.com/fashion, gflock, kelly felder","ubereats.com, pickmefoods.com, keellssuper.lk",3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,3,2,2,"['daraz', 'kapruka', 'ikman']",0,1,0,1,0,1,0,0,0,0,0,0,0,0,['riyasewana.lk'],0,0,0,0,0,0,1,0,0,0,['nearby pharmacy'],0,0,0,0,1,0,0,0,0,"['kapruka.com/fashion', 'gflock', 'kelly felder']",0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['ubereats.com', 'pickmefoods.com', 'keellssuper.lk']",0,0,0,0,0,1,1,1,0
348,1,1,3,0,1,0,"daraz, kapruka, ikman",riyasewana.lk,nearby pharmacy,"kapruka.com/fashion, gflock, kelly felder","ubereats.com, pickmefoods.com, keellssuper.lk",3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,3,2,2,"['daraz', 'kapruka', 'ikman']",0,1,0,1,0,1,0,0,0,0,0,0,0,0,['riyasewana.lk'],0,0,0,0,0,0,1,0,0,0,['nearby pharmacy'],0,0,0,0,1,0,0,0,0,"['kapruka.com/fashion', 'gflock', 'kelly felder']",0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['ubereats.com', 'pickmefoods.com', 'keellssuper.lk']",0,0,0,0,0,1,1,1,0
349,1,1,3,0,1,0,"daraz, kapruka, ikman",riyasewana.lk,nearby pharmacy,"kapruka.com/fashion, gflock, kelly felder","ubereats.com, pickmefoods.com, keellssuper.lk",3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,"['daraz', 'kapruka', 'ikman']",0,1,0,1,0,1,0,0,0,0,0,0,0,0,['riyasewana.lk'],0,0,0,0,0,0,1,0,0,0,['nearby pharmacy'],0,0,0,0,1,0,0,0,0,"['kapruka.com/fashion', 'gflock', 'kelly felder']",0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['ubereats.com', 'pickmefoods.com', 'keellssuper.lk']",0,0,0,0,0,1,1,1,0
350,1,1,3,0,1,0,"daraz, kapruka, ikman",riyasewana.lk,nearby pharmacy,"kapruka.com/fashion, gflock, kelly felder","ubereats.com, pickmefoods.com, keellssuper.lk",3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,"['daraz', 'kapruka', 'ikman']",0,1,0,1,0,1,0,0,0,0,0,0,0,0,['riyasewana.lk'],0,0,0,0,0,0,1,0,0,0,['nearby pharmacy'],0,0,0,0,1,0,0,0,0,"['kapruka.com/fashion', 'gflock', 'kelly felder']",0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['ubereats.com', 'pickmefoods.com', 'keellssuper.lk']",0,0,0,0,0,1,1,1,0
351,1,1,3,0,1,0,"daraz, kapruka, ikman",riyasewana.lk,nearby pharmacy,"kapruka.com/fashion, gflock, kelly felder","ubereats.com, pickmefoods.com, keellssuper.lk",3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,3,2,2,2,"['daraz', 'kapruka', 'ikman']",0,1,0,1,0,1,0,0,0,0,0,0,0,0,['riyasewana.lk'],0,0,0,0,0,0,1,0,0,0,['nearby pharmacy'],0,0,0,0,1,0,0,0,0,"['kapruka.com/fashion', 'gflock', 'kelly felder']",0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['ubereats.com', 'pickmefoods.com', 'keellssuper.lk']",0,0,0,0,0,1,1,1,0
352,1,1,3,0,1,0,"daraz, kapruka, ikman",riyasewana.lk,nearby pharmacy,"kapruka.com/fashion, gflock, kelly felder","ubereats.com, pickmefoods.com, keellssuper.lk",3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,3,2,2,2,"['daraz', 'kapruka', 'ikman']",0,1,0,1,0,1,0,0,0,0,0,0,0,0,['riyasewana.lk'],0,0,0,0,0,0,1,0,0,0,['nearby pharmacy'],0,0,0,0,1,0,0,0,0,"['kapruka.com/fashion', 'gflock', 'kelly felder']",0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['ubereats.com', 'pickmefoods.com', 'keellssuper.lk']",0,0,0,0,0,1,1,1,0
353,1,1,3,0,1,0,"daraz, kapruka, ikman",riyasewana.lk,nearby pharmacy,"kapruka.com/fashion, gflock, kelly felder","ubereats.com, pickmefoods.com, keellssuper.lk",3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,3,2,1,1,"['daraz', 'kapruka', 'ikman']",0,1,0,1,0,1,0,0,0,0,0,0,0,0,['riyasewana.lk'],0,0,0,0,0,0,1,0,0,0,['nearby pharmacy'],0,0,0,0,1,0,0,0,0,"['kapruka.com/fashion', 'gflock', 'kelly felder']",0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['ubereats.com', 'pickmefoods.com', 'keellssuper.lk']",0,0,0,0,0,1,1,1,0
354,1,1,3,0,1,0,"daraz, kapruka, ikman",riyasewana.lk,nearby pharmacy,"kapruka.com/fashion, gflock, kelly felder","ubereats.com, pickmefoods.com, keellssuper.lk",3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,3,2,2,2,"['daraz', 'kapruka', 'ikman']",0,1,0,1,0,1,0,0,0,0,0,0,0,0,['riyasewana.lk'],0,0,0,0,0,0,1,0,0,0,['nearby pharmacy'],0,0,0,0,1,0,0,0,0,"['kapruka.com/fashion', 'gflock', 'kelly felder']",0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['ubereats.com', 'pickmefoods.com', 'keellssuper.lk']",0,0,0,0,0,1,1,1,0
355,1,1,3,0,1,0,"daraz, kapruka, ikman",riyasewana.lk,nearby pharmacy,"kapruka.com/fashion, gflock, kelly felder","ubereats.com, pickmefoods.com, keellssuper.lk",3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,3,2,2,2,"['daraz', 'kapruka', 'ikman']",0,1,0,1,0,1,0,0,0,0,0,0,0,0,['riyasewana.lk'],0,0,0,0,0,0,1,0,0,0,['nearby pharmacy'],0,0,0,0,1,0,0,0,0,"['kapruka.com/fashion', 'gflock', 'kelly felder']",0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['ubereats.com', 'pickmefoods.com', 'keellssuper.lk']",0,0,0,0,0,1,1,1,0
356,1,1,3,0,1,0,"daraz, kapruka, ikman",riyasewana.lk,nearby pharmacy,"kapruka.com/fashion, gflock, kelly felder","ubereats.com, pickmefoods.com, keellssuper.lk",3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,"['daraz', 'kapruka', 'ikman']",0,1,0,1,0,1,0,0,0,0,0,0,0,0,['riyasewana.lk'],0,0,0,0,0,0,1,0,0,0,['nearby pharmacy'],0,0,0,0,1,0,0,0,0,"['kapruka.com/fashion', 'gflock', 'kelly felder']",0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['ubereats.com', 'pickmefoods.com', 'keellssuper.lk']",0,0,0,0,0,1,1,1,0
357,1,1,3,0,1,0,"daraz, kapruka, ikman",riyasewana.lk,nearby pharmacy,"kapruka.com/fashion, gflock, kelly felder","ubereats.com, pickmefoods.com, keellssuper.lk",3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,"['daraz', 'kapruka', 'ikman']",0,1,0,1,0,1,0,0,0,0,0,0,0,0,['riyasewana.lk'],0,0,0,0,0,0,1,0,0,0,['nearby pharmacy'],0,0,0,0,1,0,0,0,0,"['kapruka.com/fashion', 'gflock', 'kelly felder']",0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['ubereats.com', 'pickmefoods.com', 'keellssuper.lk']",0,0,0,0,0,1,1,1,0
358,1,1,3,0,1,0,"daraz, kapruka, ikman",riyasewana.lk,nearby pharmacy,"kapruka.com/fashion, gflock, kelly felder","ubereats.com, pickmefoods.com, keellssuper.lk",3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,"['daraz', 'kapruka', 'ikman']",0,1,0,1,0,1,0,0,0,0,0,0,0,0,['riyasewana.lk'],0,0,0,0,0,0,1,0,0,0,['nearby pharmacy'],0,0,0,0,1,0,0,0,0,"['kapruka.com/fashion', 'gflock', 'kelly felder']",0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['ubereats.com', 'pickmefoods.com', 'keellssuper.lk']",0,0,0,0,0,1,1,1,0
359,1,1,3,0,1,0,"daraz, kapruka, ikman",riyasewana.lk,nearby pharmacy,"kapruka.com/fashion, gflock, kelly felder","ubereats.com, pickmefoods.com, keellssuper.lk",3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,"['daraz', 'kapruka', 'ikman']",0,1,0,1,0,1,0,0,0,0,0,0,0,0,['riyasewana.lk'],0,0,0,0,0,0,1,0,0,0,['nearby pharmacy'],0,0,0,0,1,0,0,0,0,"['kapruka.com/fashion', 'gflock', 'kelly felder']",0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['ubereats.com', 'pickmefoods.com', 'keellssuper.lk']",0,0,0,0,0,1,1,1,0
360,1,1,3,0,1,0,"daraz, kapruka, ikman",riyasewana.lk,nearby pharmacy,"kapruka.com/fashion, gflock, kelly felder","ubereats.com, pickmefoods.com, keellssuper.lk",3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,3,2,2,2,"['daraz', 'kapruka', 'ikman']",0,1,0,1,0,1,0,0,0,0,0,0,0,0,['riyasewana.lk'],0,0,0,0,0,0,1,0,0,0,['nearby pharmacy'],0,0,0,0,1,0,0,0,0,"['kapruka.com/fashion', 'gflock', 'kelly felder']",0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['ubereats.com', 'pickmefoods.com', 'keellssuper.lk']",0,0,0,0,0,1,1,1,0
361,1,1,3,0,1,0,"daraz, kapruka, ikman",riyasewana.lk,nearby pharmacy,"kapruka.com/fashion, gflock, kelly felder","ubereats.com, pickmefoods.com, keellssuper.lk",3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,"['daraz', 'kapruka', 'ikman']",0,1,0,1,0,1,0,0,0,0,0,0,0,0,['riyasewana.lk'],0,0,0,0,0,0,1,0,0,0,['nearby pharmacy'],0,0,0,0,1,0,0,0,0,"['kapruka.com/fashion', 'gflock', 'kelly felder']",0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['ubereats.com', 'pickmefoods.com', 'keellssuper.lk']",0,0,0,0,0,1,1,1,0
362,1,1,3,0,1,0,"daraz, kapruka, ikman",riyasewana.lk,nearby pharmacy,"kapruka.com/fashion, gflock, kelly felder","ubereats.com, pickmefoods.com, keellssuper.lk",3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,"['daraz', 'kapruka', 'ikman']",0,1,0,1,0,1,0,0,0,0,0,0,0,0,['riyasewana.lk'],0,0,0,0,0,0,1,0,0,0,['nearby pharmacy'],0,0,0,0,1,0,0,0,0,"['kapruka.com/fashion', 'gflock', 'kelly felder']",0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['ubereats.com', 'pickmefoods.com', 'keellssuper.lk']",0,0,0,0,0,1,1,1,0
363,0,2,3,1,1,4,"daraz, kapruka, ikman","autolanka.com, riyasewana.lk",nearby pharmacy,kapruka.com/fashion,"ubereats.com, pickmefoods.com",2,2,2,2,2,2,3,2,1,1,2,2,3,2,3,2,1,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,1,2,3,3,3,"['daraz', 'kapruka', 'ikman']",0,1,0,1,0,1,0,0,0,0,0,0,0,0,"['autolanka.com', 'riyasewana.lk']",0,1,0,0,0,0,1,0,0,0,['nearby pharmacy'],0,0,0,0,1,0,0,0,0,['kapruka.com/fashion'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['ubereats.com', 'pickmefoods.com']",0,0,0,0,0,0,1,1,0
364,0,2,3,1,1,4,"daraz, kapruka, ikman","autolanka.com, riyasewana.lk",nearby pharmacy,kapruka.com/fashion,"ubereats.com, pickmefoods.com",2,2,2,2,2,2,3,2,1,1,2,2,3,2,3,2,1,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,1,3,3,3,3,"['daraz', 'kapruka', 'ikman']",0,1,0,1,0,1,0,0,0,0,0,0,0,0,"['autolanka.com', 'riyasewana.lk']",0,1,0,0,0,0,1,0,0,0,['nearby pharmacy'],0,0,0,0,1,0,0,0,0,['kapruka.com/fashion'],0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"['ubereats.com', 'pickmefoods.com']",0,0,0,0,0,0,1,1,0
